Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","191","Saint-Vincent-et-les Grenadines","5539","Indice des prix à la production (2014-2016 = 100)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","","92","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","191","Saint-Vincent-et-les Grenadines","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","88","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","191","Saint-Vincent-et-les Grenadines","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","85","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","244","Samoa","5530","Prix à la Production (LCU/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","LCU","3752","","Donnée officielle"
"PP","Prix à la Production","244","Samoa","5530","Prix à la Production (LCU/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","LCU","4454","","Donnée officielle"
"PP","Prix à la Production","244","Samoa","5531","Prix à la Production (SLC/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","SLC","3752","","Donnée officielle"
"PP","Prix à la Production","244","Samoa","5531","Prix à la Production (SLC/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","SLC","4454","","Donnée officielle"
"PP","Prix à la Production","244","Samoa","5532","Prix à la Production (USD/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","USD","1469","","Donnée officielle"
"PP","Prix à la Production","244","Samoa","5532","Prix à la Production (USD/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","USD","1744","","Donnée officielle"
"PP","Prix à la Production","244","Samoa","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","467","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","244","Samoa","5539","Indice des prix à la production (2014-2016 = 100)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","","196","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","244","Samoa","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","196","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","195","Sénégal","5530","Prix à la Production (LCU/tonne)","94","Fonio","2017","2017","7021","Valeur annuel","LCU","238803","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","162522","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5530","Prix à la Production (LCU/tonne)","79","Mils","2017","2017","7021","Valeur annuel","LCU","186436","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5530","Prix à la Production (LCU/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","LCU","491133","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5530","Prix à la Production (LCU/tonne)","83","Sorgho","2017","2017","7021","Valeur annuel","LCU","186436","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5531","Prix à la Production (SLC/tonne)","94","Fonio","2017","2017","7021","Valeur annuel","SLC","238803","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","162522","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5531","Prix à la Production (SLC/tonne)","79","Mils","2017","2017","7021","Valeur annuel","SLC","186436","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5531","Prix à la Production (SLC/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","SLC","491133","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5531","Prix à la Production (SLC/tonne)","83","Sorgho","2017","2017","7021","Valeur annuel","SLC","186436","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5532","Prix à la Production (USD/tonne)","94","Fonio","2017","2017","7021","Valeur annuel","USD","411","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","280","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5532","Prix à la Production (USD/tonne)","79","Mils","2017","2017","7021","Valeur annuel","USD","321","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5532","Prix à la Production (USD/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","USD","846","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5532","Prix à la Production (USD/tonne)","83","Sorgho","2017","2017","7021","Valeur annuel","USD","321","","Donnée officielle"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","108","Ceréales nda","2017","2017","7021","Valeur annuel","","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","94","Fonio","2017","2017","7021","Valeur annuel","","73","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","79","Mils","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","159","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","159","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","195","Sénégal","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","272","Serbie","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","17870","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","16190","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","16060","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5530","Prix à la Production (LCU/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","LCU","17410","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","17870","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","16190","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","16060","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5531","Prix à la Production (SLC/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","SLC","17410","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","166","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","150","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","149","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5532","Prix à la Production (USD/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","USD","162","","Donnée officielle"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","109","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","92","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","98","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","272","Serbie","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","196","Seychelles","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","196","Seychelles","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","196","Seychelles","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","197","Sierra Leone","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","921300","","Donnée officielle"
"PP","Prix à la Production","197","Sierra Leone","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","921300","","Donnée officielle"
"PP","Prix à la Production","197","Sierra Leone","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","125","","Donnée officielle"
"PP","Prix à la Production","197","Sierra Leone","5539","Indice des prix à la production (2014-2016 = 100)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","","94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","197","Sierra Leone","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","197","Sierra Leone","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","197","Sierra Leone","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","214","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","135","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","165","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5530","Prix à la Production (LCU/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","LCU","119","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","214","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","135","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","165","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5531","Prix à la Production (SLC/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","SLC","119","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","242","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","152","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","187","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5532","Prix à la Production (USD/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","USD","134","","Donnée officielle"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","108","Ceréales nda","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","102","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","79","Mils","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","101","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","101","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","199","Slovaquie","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","102","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","133","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","141","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","129","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5530","Prix à la Production (LCU/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","LCU","129","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","133","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","141","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","129","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5531","Prix à la Production (SLC/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","SLC","129","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","151","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","160","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","146","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5532","Prix à la Production (USD/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","USD","145","","Donnée officielle"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","63","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","109","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","79","Mils","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","92","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","","84","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","91","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","198","Slovénie","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","38","Sri Lanka","5530","Prix à la Production (LCU/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","LCU","91058","","Donnée officielle"
"PP","Prix à la Production","38","Sri Lanka","5530","Prix à la Production (LCU/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","LCU","65888","","Donnée officielle"
"PP","Prix à la Production","38","Sri Lanka","5531","Prix à la Production (SLC/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","SLC","91058","","Donnée officielle"
"PP","Prix à la Production","38","Sri Lanka","5531","Prix à la Production (SLC/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","SLC","65888","","Donnée officielle"
"PP","Prix à la Production","38","Sri Lanka","5532","Prix à la Production (USD/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","USD","597","","Donnée officielle"
"PP","Prix à la Production","38","Sri Lanka","5532","Prix à la Production (USD/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","USD","432","","Donnée officielle"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","67","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","125","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","79","Mils","2017","2017","7021","Valeur annuel","","124","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","83","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","126","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","73","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","38","Sri Lanka","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","125","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","210","Suède","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","972","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","1355","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5530","Prix à la Production (LCU/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","LCU","1228","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5530","Prix à la Production (LCU/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","LCU","1174","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","972","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","1355","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5531","Prix à la Production (SLC/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","SLC","1228","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5531","Prix à la Production (SLC/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","SLC","1174","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","114","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","158","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5532","Prix à la Production (USD/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","USD","144","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5532","Prix à la Production (USD/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","USD","137","","Donnée officielle"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","87","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","111","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","105","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","210","Suède","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","211","Suisse","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","276","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","305","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","309","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5530","Prix à la Production (LCU/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","LCU","338","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5530","Prix à la Production (LCU/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","LCU","298","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","276","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","305","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","309","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5531","Prix à la Production (SLC/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","SLC","338","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5531","Prix à la Production (SLC/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","SLC","298","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","280","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","310","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","314","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5532","Prix à la Production (USD/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","USD","343","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5532","Prix à la Production (USD/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","USD","303","","Donnée officielle"
"PP","Prix à la Production","211","Suisse","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","211","Suisse","5539","Indice des prix à la production (2014-2016 = 100)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","211","Suisse","5539","Indice des prix à la production (2014-2016 = 100)","108","Ceréales nda","2017","2017","7021","Valeur annuel","","101","Im","Données de la FAO basées sur une méthodologie d'imputation"
